image_name,Imager_id,generation,sex,selection,replicate,sampling,trait,individual_id,length,repeat_measure
JK_350_M_L_1_S_L-Ta_2,JK,350,M,L,1,S,L-Ta,2,0.188,1
JK_350_M_L_1_S_L-F_3,JK,350,M,L,1,S,L-F,3,0.557,1
JK_350_M_L_1_S_L-Ti_3,JK,350,M,L,1,S,L-Ti,3,0.432,1
JK_350_M_L_1_S_L-Ta_3,JK,350,M,L,1,S,L-Ta,3,0.192,1
JK_350_M_L_1_S_L-F_4,JK,350,M,L,1,S,L-F,4,0.531,1
JK_350_M_L_1_S_L-Ti_4,JK,350,M,L,1,S,L-Ti,4,0.436,1
JK_350_M_L_1_S_L-Ta_4,JK,350,M,L,1,S,L-Ta,4,0.189,1
JK_350_M_L_1_S_L-F_5,JK,350,M,L,1,S,L-F,5,0.556,1
JK_350_M_L_1_S_L-Ti_5,JK,350,M,L,1,S,L-Ti,5,0.497,1
JK_350_M_L_1_S_L-Ta_5,JK,350,M,L,1,S,L-Ta,5,0.191,1
JK_350_M_L_1_S_L-F_6,JK,350,M,L,1,S,L-F,6,0.525,1
JK_350_M_L_1_S_L-Ti_6,JK,350,M,L,1,S,L-Ti,6,0.472,1
JK_350_M_L_1_S_L-Ta_6,JK,350,M,L,1,S,L-Ta,6,0.2,1
JK_350_M_L_1_S_L-F_7,JK,350,M,L,1,S,L-F,7,0.538,1
JK_350_M_L_1_S_L-Ti_7,JK,350,M,L,1,S,L-Ti,7,0.481,1
JK_350_M_L_1_S_L-Ta_7,JK,350,M,L,1,S,L-Ta,7,0.183,1
JK_350_M_L_1_S_L-F_8,JK,350,M,L,1,S,L-F,8,0.532,1
JK_350_M_L_1_S_L-Ti_8,JK,350,M,L,1,S,L-Ti,8,0.472,1
JK_350_M_L_1_S_L-Ta_8,JK,350,M,L,1,S,L-Ta,8,0.193,1
JK_350_M_L_1_S_L-F_9,JK,350,M,L,1,S,L-F,9,0.55,1
JK_350_M_L_1_S_L-Ti_9,JK,350,M,L,1,S,L-Ti,9,0.471,1
JK_350_M_L_1_S_L-Ta_9,JK,350,M,L,1,S,L-Ta,9,0.18,1
JK_350_M_L_1_S_L-F_10,JK,350,M,L,1,S,L-F,10,0.52,1
JK_350_M_L_1_S_L-Ti_10,JK,350,M,L,1,S,L-Ti,10,0.415,1
JK_350_M_L_1_S_L-Ta_10,JK,350,M,L,1,S,L-Ta,10,0.183,1
JK_350_M_L_1_S_L-F_11,JK,350,M,L,1,S,L-F,11,0.463,1
JK_350_M_L_1_S_L-Ti_11,JK,350,M,L,1,S,L-Ti,11,0.418,1
JK_350_M_L_1_S_L-Ta_11,JK,350,M,L,1,S,L-Ta,11,0.164,1
JK_350_M_L_1_S_L-F_12,JK,350,M,L,1,S,L-F,12,0.566,1
JK_350_M_L_1_S_L-Ti_12,JK,350,M,L,1,S,L-Ti,12,0.497,1
JK_350_M_L_1_S_L-Ta_12,JK,350,M,L,1,S,L-Ta,12,0.202,1
JK_350_M_L_1_S_L-F_13,JK,350,M,L,1,S,L-F,13,0.533,1
JK_350_M_L_1_S_L-Ti_13,JK,350,M,L,1,S,L-Ti,13,0.419,1
JK_350_M_L_1_S_L-Ta_13,JK,350,M,L,1,S,L-Ta,13,0.189,1
JK_350_M_L_1_S_L-F_14,JK,350,M,L,1,S,L-F,14,0.532,1
JK_350_M_L_1_S_L-Ti_14,JK,350,M,L,1,S,L-Ti,14,0.433,1
JK_350_M_L_1_S_L-Ta_14,JK,350,M,L,1,S,L-Ta,14,0.201,1
JK_350_M_L_1_S_L-F_15,JK,350,M,L,1,S,L-F,15,0.532,1
JK_350_M_L_1_S_L-Ti_15,JK,350,M,L,1,S,L-Ti,15,0.476,1
JK_350_M_L_1_S_L-Ta_15,JK,350,M,L,1,S,L-Ta,15,0.181,1
JK_350_M_L_1_S_L-F_16,JK,350,M,L,1,S,L-F,16,0.492,1
JK_350_M_L_1_S_L-Ti_16,JK,350,M,L,1,S,L-Ti,16,0.464,1
JK_350_M_L_1_S_L-Ta_16,JK,350,M,L,1,S,L-Ta,16,0.184,1
JK_350_M_L_1_S_L-F_17,JK,350,M,L,1,S,L-F,17,0.551,1
JK_350_M_L_1_S_L-Ti_17,JK,350,M,L,1,S,L-Ti,17,0.45,1
JK_350_M_L_1_S_L-Ta_17,JK,350,M,L,1,S,L-Ta,17,0.202,1
JK_350_M_L_1_S_L-F_18,JK,350,M,L,1,S,L-F,18,0.526,1
JK_350_M_L_1_S_L-Ti_18,JK,350,M,L,1,S,L-Ti,18,0.429,1
JK_350_M_L_1_S_L-Ta_18,JK,350,M,L,1,S,L-Ta,18,0.18,1
JK_350_M_L_1_S_L-F_19,JK,350,M,L,1,S,L-F,19,0.522,1
JK_350_M_L_1_S_L-Ti_19,JK,350,M,L,1,S,L-Ti,19,0.482,1
JK_350_M_L_1_S_L-Ta_19,JK,350,M,L,1,S,L-Ta,19,0.189,1
JK_350_M_L_1_S_L-F_20,JK,350,M,L,1,S,L-F,20,0.538,1
JK_350_M_L_1_S_L-Ti_20,JK,350,M,L,1,S,L-Ti,20,0.47,1
JK_350_M_L_1_S_L-Ta_20,JK,350,M,L,1,S,L-Ta,20,0.19,1
JK_350_M_L_1_S_T_1,JK,350,M,L,1,S,T,1,0.913,1
JK_350_M_L_1_S_T_2,JK,350,M,L,1,S,T,2,0.879,1
JK_350_M_L_1_S_T_3,JK,350,M,L,1,S,T,3,0.902,1
JK_350_M_L_1_S_T_4,JK,350,M,L,1,S,T,4,0.89,1
JK_350_M_L_1_S_T_5,JK,350,M,L,1,S,T,5,0.97,1
JK_350_M_L_1_S_T_6,JK,350,M,L,1,S,T,6,0.952,1
JK_350_M_L_1_S_T_7,JK,350,M,L,1,S,T,7,0.921,1
JK_350_M_L_1_S_T_8,JK,350,M,L,1,S,T,8,0.951,1
JK_350_M_L_1_S_T_9,JK,350,M,L,1,S,T,9,0.878,1
JK_350_M_L_1_S_T_10,JK,350,M,L,1,S,T,10,0.832,1
JK_350_M_L_1_S_T_11,JK,350,M,L,1,S,T,11,0.827,1
JK_350_M_L_1_S_T_12,JK,350,M,L,1,S,T,12,0.996,1
JK_350_M_L_1_S_T_13,JK,350,M,L,1,S,T,13,0.896,1
JK_350_M_L_1_S_T_14,JK,350,M,L,1,S,T,14,0.894,1
JK_350_M_L_1_S_T_15,JK,350,M,L,1,S,T,15,0.978,1
JK_350_M_L_1_S_T_16,JK,350,M,L,1,S,T,16,0.884,1
JK_350_M_L_1_S_T_17,JK,350,M,L,1,S,T,17,0.971,1
JK_350_M_L_1_S_T_18,JK,350,M,L,1,S,T,18,0.896,1
JK_350_M_L_1_S_T_19,JK,350,M,L,1,S,T,19,0.938,1
JK_350_M_L_1_S_T_20,JK,350,M,L,1,S,T,20,0.92,1
JK_350_M_L_2_S_L-F_1,JK,350,M,L,2,S,L-F,1,0.52,1
JK_350_M_L_2_S_L-Ti_1,JK,350,M,L,2,S,L-Ti,1,0.459,1
JK_350_M_L_2_S_L-Ta_1,JK,350,M,L,2,S,L-Ta,1,0.171,1
JK_350_M_L_2_S_L-F_2,JK,350,M,L,2,S,L-F,2,0.5,1
JK_350_M_L_2_S_L-Ti_2,JK,350,M,L,2,S,L-Ti,2,0.417,1
JK_350_M_L_2_S_L-Ta_2,JK,350,M,L,2,S,L-Ta,2,0.172,1
JK_350_M_L_2_S_L-F_3,JK,350,M,L,2,S,L-F,3,0.476,1
JK_350_M_L_2_S_L-Ti_3,JK,350,M,L,2,S,L-Ti,3,0.413,1
JK_350_M_L_2_S_L-Ta_3,JK,350,M,L,2,S,L-Ta,3,0.184,1
JK_350_M_L_2_S_L-F_4,JK,350,M,L,2,S,L-F,4,0.525,1
JK_350_M_L_2_S_L-Ti_4,JK,350,M,L,2,S,L-Ti,4,0.457,1
JK_350_M_L_2_S_L-Ta_4,JK,350,M,L,2,S,L-Ta,4,0.182,1
JK_350_M_L_2_S_L-F_5,JK,350,M,L,2,S,L-F,5,0.568,1
JK_350_M_L_2_S_L-Ti_5,JK,350,M,L,2,S,L-Ti,5,0.435,1
JK_350_M_L_2_S_L-Ta_5,JK,350,M,L,2,S,L-Ta,5,0.204,1
JK_350_M_L_2_S_L-F_6,JK,350,M,L,2,S,L-F,6,0.473,1
JK_350_M_L_2_S_L-Ti_6,JK,350,M,L,2,S,L-Ti,6,0.388,1
JK_350_M_L_2_S_L-Ta_6,JK,350,M,L,2,S,L-Ta,6,0.163,1
JK_350_M_L_2_S_L-F_7,JK,350,M,L,2,S,L-F,7,0.612,1
JK_350_M_L_2_S_L-Ti_7,JK,350,M,L,2,S,L-Ti,7,0.522,1
JK_350_M_L_2_S_L-Ta_7,JK,350,M,L,2,S,L-Ta,7,0.213,1
JK_350_M_L_2_S_L-F_8,JK,350,M,L,2,S,L-F,8,0.474,1
JK_350_M_L_2_S_L-Ti_8,JK,350,M,L,2,S,L-Ti,8,0.426,1
JK_350_M_L_2_S_L-Ta_8,JK,350,M,L,2,S,L-Ta,8,0.186,1
JK_350_M_L_2_S_L-F_9,JK,350,M,L,2,S,L-F,9,0.515,1
JK_350_M_L_2_S_L-Ti_9,JK,350,M,L,2,S,L-Ti,9,0.457,1
JK_350_M_L_2_S_L-Ta_9,JK,350,M,L,2,S,L-Ta,9,0.195,1
JK_350_M_L_2_S_L-F_10,JK,350,M,L,2,S,L-F,10,0.523,1
JK_350_M_L_2_S_L-Ti_10,JK,350,M,L,2,S,L-Ti,10,0.454,1
JK_350_M_L_2_S_L-Ta_10,JK,350,M,L,2,S,L-Ta,10,0.193,1
JK_350_M_L_2_S_L-F_11,JK,350,M,L,2,S,L-F,11,0.529,1
JK_350_M_L_2_S_L-Ti_11,JK,350,M,L,2,S,L-Ti,11,0.455,1
JK_350_M_L_2_S_L-Ta_11,JK,350,M,L,2,S,L-Ta,11,0.195,1
JK_350_M_L_2_S_L-F_12,JK,350,M,L,2,S,L-F,12,0.501,1
JK_350_M_L_2_S_L-Ti_12,JK,350,M,L,2,S,L-Ti,12,0.419,1
JK_350_M_L_2_S_L-Ta_12,JK,350,M,L,2,S,L-Ta,12,0.185,1
JK_350_M_L_2_S_L-F_13,JK,350,M,L,2,S,L-F,13,0.486,1
JK_350_M_L_2_S_L-Ti_13,JK,350,M,L,2,S,L-Ti,13,0.409,1
JK_350_M_L_2_S_L-Ta_13,JK,350,M,L,2,S,L-Ta,13,0.198,1
JK_350_M_L_2_S_L-F_14,JK,350,M,L,2,S,L-F,14,0.496,1
JK_350_M_L_2_S_L-Ti_14,JK,350,M,L,2,S,L-Ti,14,0.415,1
JK_350_M_L_2_S_L-Ta_14,JK,350,M,L,2,S,L-Ta,14,0.194,1
JK_350_M_L_2_S_L-F_15,JK,350,M,L,2,S,L-F,15,0.48,1
JK_350_M_L_2_S_L-Ti_15,JK,350,M,L,2,S,L-Ti,15,0.405,1
JK_350_M_L_2_S_L-Ta_15,JK,350,M,L,2,S,L-Ta,15,0.18,1
JK_350_M_L_2_S_L-F_16,JK,350,M,L,2,S,L-F,16,0.524,1
JK_350_M_L_2_S_L-Ti_16,JK,350,M,L,2,S,L-Ti,16,0.435,1
JK_350_M_L_2_S_L-Ta_16,JK,350,M,L,2,S,L-Ta,16,0.195,1
JK_350_M_L_2_S_L-F_17,JK,350,M,L,2,S,L-F,17,0.551,1
JK_350_M_L_2_S_L-Ti_17,JK,350,M,L,2,S,L-Ti,17,0.484,1
JK_350_M_L_2_S_L-Ta_17,JK,350,M,L,2,S,L-Ta,17,0.191,1
JK_350_M_L_2_S_L-F_18,JK,350,M,L,2,S,L-F,18,0.504,1
JK_350_M_L_2_S_L-Ti_18,JK,350,M,L,2,S,L-Ti,18,0.453,1
JK_350_M_L_2_S_L-Ta_18,JK,350,M,L,2,S,L-Ta,18,0.18,1
JK_350_M_L_2_S_L-F_19,JK,350,M,L,2,S,L-F,19,0.534,1
JK_350_M_L_2_S_L-Ti_19,JK,350,M,L,2,S,L-Ti,19,0.461,1
JK_350_M_L_2_S_L-Ta_19,JK,350,M,L,2,S,L-Ta,19,0.198,1
JK_350_M_L_2_S_L-F_20,JK,350,M,L,2,S,L-F,20,0.519,1
JK_350_M_L_2_S_L-Ti_20,JK,350,M,L,2,S,L-Ti,20,0.47,1
JK_350_M_L_2_S_L-Ta_20,JK,350,M,L,2,S,L-Ta,20,0.202,1
JK_350_M_L_2_S_T_1,JK,350,M,L,2,S,T,1,0.963,1
JK_350_M_L_2_S_T_2,JK,350,M,L,2,S,T,2,0.867,1
JK_350_M_L_2_S_T_3,JK,350,M,L,2,S,T,3,0.865,1
JK_350_M_L_2_S_T_4,JK,350,M,L,2,S,T,4,0.939,1
JK_350_M_L_2_S_T_5,JK,350,M,L,2,S,T,5,0.97,1
JK_350_M_L_2_S_T_6,JK,350,M,L,2,S,T,6,0.858,1
JK_350_M_L_2_S_T_7,JK,350,M,L,2,S,T,7,1.049,1
JK_350_M_L_2_S_T_8,JK,350,M,L,2,S,T,8,0.902,1
JK_350_M_L_2_S_T_9,JK,350,M,L,2,S,T,9,0.944,1
JK_350_M_L_2_S_T_10,JK,350,M,L,2,S,T,10,0.95,1
JK_350_M_L_2_S_T_11,JK,350,M,L,2,S,T,11,0.964,1
JK_350_M_L_2_S_T_12,JK,350,M,L,2,S,T,12,0.911,1
JK_350_M_L_2_S_T_13,JK,350,M,L,2,S,T,13,0.893,1
JK_350_M_L_2_S_T_14,JK,350,M,L,2,S,T,14,0.912,1
JK_350_M_L_2_S_T_15,JK,350,M,L,2,S,T,15,0.861,1
JK_350_M_L_2_S_T_16,JK,350,M,L,2,S,T,16,0.91,1
JK_350_M_L_2_S_T_17,JK,350,M,L,2,S,T,17,0.934,1
JK_350_M_L_2_S_T_18,JK,350,M,L,2,S,T,18,0.843,1
JK_350_M_L_2_S_T_19,JK,350,M,L,2,S,T,19,0.951,1
JK_350_M_L_2_S_T_20,JK,350,M,L,2,S,T,20,0.931,1
JK_350_F_S_1_R_L-F_1,JK,350,F,S,1,R,L-F,1,0.419,1
JK_350_F_S_1_R_L-Ti_1,JK,350,F,S,1,R,L-Ti,1,0.347,1
JK_350_F_S_1_R_L-Ta_1,JK,350,F,S,1,R,L-Ta,1,0.166,1
JK_350_F_S_1_R_L-F_2,JK,350,F,S,1,R,L-F,2,0.428,1
JK_350_F_S_1_R_L-Ti_2,JK,350,F,S,1,R,L-Ti,2,0.374,1
JK_350_F_S_1_R_L-Ta_2,JK,350,F,S,1,R,L-Ta,2,0.163,1
JK_350_F_S_1_R_L-F_3,JK,350,F,S,1,R,L-F,3,0.4,1
JK_350_F_S_1_R_L-Ti_3,JK,350,F,S,1,R,L-Ti,3,0.345,1
JK_350_F_S_1_R_L-Ta_3,JK,350,F,S,1,R,L-Ta,3,0.144,1
JK_350_F_S_1_R_L-F_4,JK,350,F,S,1,R,L-F,4,0.393,1
JK_350_F_S_1_R_L-Ti_4,JK,350,F,S,1,R,L-Ti,4,0.342,1
JK_350_F_S_1_R_L-Ta_4,JK,350,F,S,1,R,L-Ta,4,0.151,1
JK_350_F_S_1_R_L-F_5,JK,350,F,S,1,R,L-F,5,0.4,1
JK_350_F_S_1_R_L-Ti_5,JK,350,F,S,1,R,L-Ti,5,0.365,1
JK_350_F_S_1_R_L-Ta_5,JK,350,F,S,1,R,L-Ta,5,0.153,1
JK_350_F_S_1_R_L-F_6,JK,350,F,S,1,R,L-F,6,0.419,1
JK_350_F_S_1_R_L-Ti_6,JK,350,F,S,1,R,L-Ti,6,0.386,1
JK_350_F_S_1_R_L-Ta_6,JK,350,F,S,1,R,L-Ta,6,0.148,1
JK_350_F_S_1_R_L-F_7,JK,350,F,S,1,R,L-F,7,0.415,1
JK_350_F_S_1_R_L-Ti_7,JK,350,F,S,1,R,L-Ti,7,0.358,1
JK_350_F_S_1_R_L-Ta_7,JK,350,F,S,1,R,L-Ta,7,0.157,1
JK_350_F_S_1_R_L-F_8,JK,350,F,S,1,R,L-F,8,0.374,1
JK_350_F_S_1_R_L-Ti_8,JK,350,F,S,1,R,L-Ti,8,0.365,1
JK_350_F_S_1_R_L-Ta_8,JK,350,F,S,1,R,L-Ta,8,0.152,1
JK_350_F_S_1_R_L-F_9,JK,350,F,S,1,R,L-F,9,0.402,1
JK_350_F_S_1_R_L-Ti_9,JK,350,F,S,1,R,L-Ti,9,0.355,1
JK_350_F_S_1_R_L-Ta_9,JK,350,F,S,1,R,L-Ta,9,0.14,1
JK_350_F_S_1_R_L-F_10,JK,350,F,S,1,R,L-F,10,0.386,1
JK_350_F_S_1_R_L-Ti_10,JK,350,F,S,1,R,L-Ti,10,0.382,1
JK_350_F_S_1_R_L-Ta_10,JK,350,F,S,1,R,L-Ta,10,0.155,1
JK_350_F_S_1_R_L-F_11,JK,350,F,S,1,R,L-F,11,0.422,1
JK_350_F_S_1_R_L-Ti_11,JK,350,F,S,1,R,L-Ti,11,0.369,1
JK_350_F_S_1_R_L-Ta_11,JK,350,F,S,1,R,L-Ta,11,0.165,1
JK_350_F_S_1_R_L-F_12,JK,350,F,S,1,R,L-F,12,0.374,1
JK_350_F_S_1_R_L-Ti_12,JK,350,F,S,1,R,L-Ti,12,0.353,1
JK_350_F_S_1_R_L-Ta_12,JK,350,F,S,1,R,L-Ta,12,0.16,1
JK_350_F_S_1_R_L-F_13,JK,350,F,S,1,R,L-F,13,0.365,1
JK_350_F_S_1_R_L-Ti_13,JK,350,F,S,1,R,L-Ti,13,0.314,1
JK_350_F_S_1_R_L-Ta_13,JK,350,F,S,1,R,L-Ta,13,0.129,1
JK_350_F_S_1_R_L-F_14,JK,350,F,S,1,R,L-F,14,0.347,1
JK_350_F_S_1_R_L-Ti_14,JK,350,F,S,1,R,L-Ti,14,0.312,1
JK_350_F_S_1_R_L-Ta_14,JK,350,F,S,1,R,L-Ta,14,0.132,1
JK_350_F_S_1_R_L-F_15,JK,350,F,S,1,R,L-F,15,0.416,1
JK_350_F_S_1_R_L-Ti_15,JK,350,F,S,1,R,L-Ti,15,0.376,1
JK_350_F_S_1_R_L-Ta_15,JK,350,F,S,1,R,L-Ta,15,0.136,1
JK_350_F_S_1_R_L-F_16,JK,350,F,S,1,R,L-F,16,0.45,1
JK_350_F_S_1_R_L-Ti_16,JK,350,F,S,1,R,L-Ti,16,0.367,1
JK_350_F_S_1_R_L-Ta_16,JK,350,F,S,1,R,L-Ta,16,0.162,1
JK_350_F_S_1_R_L-F_17,JK,350,F,S,1,R,L-F,17,0.375,1
JK_350_F_S_1_R_L-Ti_17,JK,350,F,S,1,R,L-Ti,17,0.355,1
JK_350_F_S_1_R_L-Ta_17,JK,350,F,S,1,R,L-Ta,17,0.139,1
JK_350_F_S_1_R_L-F_18,JK,350,F,S,1,R,L-F,18,0.39,1
JK_350_F_S_1_R_L-Ti_18,JK,350,F,S,1,R,L-Ti,18,0.381,1
JK_350_F_S_1_R_L-Ta_18,JK,350,F,S,1,R,L-Ta,18,0.141,1
JK_350_F_S_1_R_L-F_19,JK,350,F,S,1,R,L-F,19,0.412,1
JK_350_F_S_1_R_L-Ti_19,JK,350,F,S,1,R,L-Ti,19,0.361,1
JK_350_F_S_1_R_L-Ta_19,JK,350,F,S,1,R,L-Ta,19,0.149,1
JK_350_F_S_1_R_L-F_20,JK,350,F,S,1,R,L-F,20,0.387,1
JK_350_F_S_1_R_L-Ti_20,JK,350,F,S,1,R,L-Ti,20,0.353,1
JK_350_F_S_1_R_L-Ta_20,JK,350,F,S,1,R,L-Ta,20,0.146,1
JK_350_F_S_1_R_T_1,JK,350,F,S,1,R,T,1,0.744,1
JK_350_F_S_1_R_T_2,JK,350,F,S,1,R,T,2,0.795,1
JK_350_F_S_1_R_T_3,JK,350,F,S,1,R,T,3,0.693,1
JK_350_F_S_1_R_T_4,JK,350,F,S,1,R,T,4,0.724,1
JK_350_F_S_1_R_T_5,JK,350,F,S,1,R,T,5,0.692,1
JK_350_F_S_1_R_T_6,JK,350,F,S,1,R,T,6,0.792,1
JK_350_F_S_1_R_T_7,JK,350,F,S,1,R,T,7,0.76,1
JK_350_F_S_1_R_T_8,JK,350,F,S,1,R,T,8,0.751,1
JK_350_F_S_1_R_T_9,JK,350,F,S,1,R,T,9,0.764,1
JK_350_F_S_1_R_T_10,JK,350,F,S,1,R,T,10,0.753,1
JK_350_F_S_1_R_T_11,JK,350,F,S,1,R,T,11,0.803,1
JK_350_F_S_1_R_T_12,JK,350,F,S,1,R,T,12,0.77,1
JK_350_F_S_1_R_T_13,JK,350,F,S,1,R,T,13,0.686,1
JK_350_F_S_1_R_T_14,JK,350,F,S,1,R,T,14,0.647,1
JK_350_F_S_1_R_T_15,JK,350,F,S,1,R,T,15,0.765,1
JK_350_F_S_1_R_T_16,JK,350,F,S,1,R,T,16,0.805,1
JK_350_F_S_1_R_T_17,JK,350,F,S,1,R,T,17,0.744,1
JK_350_F_S_1_R_T_18,JK,350,F,S,1,R,T,18,0.759,1
JK_350_F_S_1_R_T_19,JK,350,F,S,1,R,T,19,0.701,1
JK_350_F_S_1_R_T_20,JK,350,F,S,1,R,T,20,0.729,1
JK_350_F_S_2_R_L-F_1,JK,350,F,S,2,R,L-F,1,0.404,1
JK_350_F_S_2_R_L-Ti_1,JK,350,F,S,2,R,L-Ti,1,0.363,1
JK_350_F_S_2_R_L-Ta_1,JK,350,F,S,2,R,L-Ta,1,0.163,1
JK_350_F_S_2_R_L-F_2,JK,350,F,S,2,R,L-F,2,0.389,1
JK_350_F_S_2_R_L-Ti_2,JK,350,F,S,2,R,L-Ti,2,0.334,1
JK_350_F_S_2_R_L-Ta_2,JK,350,F,S,2,R,L-Ta,2,0.149,1
JK_350_F_S_2_R_L-F_3,JK,350,F,S,2,R,L-F,3,0.357,1
JK_350_F_S_2_R_L-Ti_3,JK,350,F,S,2,R,L-Ti,3,0.342,1
JK_350_F_S_2_R_L-Ta_3,JK,350,F,S,2,R,L-Ta,3,0.147,1
JK_350_F_S_2_R_L-F_4,JK,350,F,S,2,R,L-F,4,0.36,1
JK_350_F_S_2_R_L-Ti_4,JK,350,F,S,2,R,L-Ti,4,0.372,1
JK_350_F_S_2_R_L-Ta_4,JK,350,F,S,2,R,L-Ta,4,0.147,1
JK_350_F_S_2_R_L-F_5,JK,350,F,S,2,R,L-F,5,0.425,1
JK_350_F_S_2_R_L-Ti_5,JK,350,F,S,2,R,L-Ti,5,0.382,1
JK_350_F_S_2_R_L-Ta_5,JK,350,F,S,2,R,L-Ta,5,0.157,1
JK_350_F_S_2_R_L-F_6,JK,350,F,S,2,R,L-F,6,0.418,1
JK_350_F_S_2_R_L-Ti_6,JK,350,F,S,2,R,L-Ti,6,0.358,1
JK_350_F_S_2_R_L-Ta_6,JK,350,F,S,2,R,L-Ta,6,0.142,1
JK_350_F_S_2_R_L-F_7,JK,350,F,S,2,R,L-F,7,0.329,1
JK_350_F_S_2_R_L-Ti_7,JK,350,F,S,2,R,L-Ti,7,0.277,1
JK_350_F_S_2_R_L-Ta_7,JK,350,F,S,2,R,L-Ta,7,0.132,1
JK_350_F_S_2_R_L-F_8,JK,350,F,S,2,R,L-F,8,0.351,1
JK_350_F_S_2_R_L-Ti_8,JK,350,F,S,2,R,L-Ti,8,0.27,1
JK_350_F_S_2_R_L-Ta_8,JK,350,F,S,2,R,L-Ta,8,0.145,1
JK_350_F_S_2_R_L-F_9,JK,350,F,S,2,R,L-F,9,0.378,1
JK_350_F_S_2_R_L-Ti_9,JK,350,F,S,2,R,L-Ti,9,0.299,1
JK_350_F_S_2_R_L-Ta_9,JK,350,F,S,2,R,L-Ta,9,0.129,1
JK_350_F_S_2_R_L-F_10,JK,350,F,S,2,R,L-F,10,0.381,1
JK_350_F_S_2_R_L-Ti_10,JK,350,F,S,2,R,L-Ti,10,0.349,1
JK_350_F_S_2_R_L-Ta_10,JK,350,F,S,2,R,L-Ta,10,0.142,1
JK_350_F_S_2_R_L-F_11,JK,350,F,S,2,R,L-F,11,0.377,1
JK_350_F_S_2_R_L-Ti_11,JK,350,F,S,2,R,L-Ti,11,0.325,1
JK_350_F_S_2_R_L-Ta_11,JK,350,F,S,2,R,L-Ta,11,0.15,1
JK_350_F_S_2_R_L-F_12,JK,350,F,S,2,R,L-F,12,0.336,1
JK_350_F_S_2_R_L-Ti_12,JK,350,F,S,2,R,L-Ti,12,0.327,1
JK_350_F_S_2_R_L-Ta_12,JK,350,F,S,2,R,L-Ta,12,0.125,1
JK_350_F_S_2_R_L-F_14,JK,350,F,S,2,R,L-F,14,0.392,1
JK_350_F_S_2_R_L-Ti_14,JK,350,F,S,2,R,L-Ti,14,0.352,1
JK_350_F_S_2_R_L-Ta_14,JK,350,F,S,2,R,L-Ta,14,0.141,1
JK_350_F_S_2_R_L-F_15,JK,350,F,S,2,R,L-F,15,0.356,1
JK_350_F_S_2_R_L-Ti_15,JK,350,F,S,2,R,L-Ti,15,0.336,1
JK_350_F_S_2_R_L-Ta_15,JK,350,F,S,2,R,L-Ta,15,0.142,1
JK_350_F_S_2_R_L-F_16,JK,350,F,S,2,R,L-F,16,0.392,1
JK_350_F_S_2_R_L-Ti_16,JK,350,F,S,2,R,L-Ti,16,0.333,1
JK_350_F_S_2_R_L-Ta_16,JK,350,F,S,2,R,L-Ta,16,0.155,1
JK_350_F_S_2_R_L-F_17,JK,350,F,S,2,R,L-F,17,0.356,1
JK_350_F_S_2_R_L-Ti_17,JK,350,F,S,2,R,L-Ti,17,0.318,1
JK_350_F_S_2_R_L-Ta_17,JK,350,F,S,2,R,L-Ta,17,0.128,1
JK_350_F_S_2_R_L-F_18,JK,350,F,S,2,R,L-F,18,0.369,1
JK_350_F_S_2_R_L-Ti_18,JK,350,F,S,2,R,L-Ti,18,0.323,1
JK_350_F_S_2_R_L-Ta_18,JK,350,F,S,2,R,L-Ta,18,0.146,1
JK_350_F_S_2_R_L-F_20,JK,350,F,S,2,R,L-F,20,0.356,1
JK_350_F_S_2_R_L-Ti_20,JK,350,F,S,2,R,L-Ti,20,0.329,1
JK_350_F_S_2_R_L-Ta_20,JK,350,F,S,2,R,L-Ta,20,0.152,1
JK_350_F_S_2_R_L-F_19,JK,350,F,S,2,R,L-F,19,0.379,1
JK_350_F_S_2_R_L-Ti_19,JK,350,F,S,2,R,L-Ti,19,0.327,1
JK_350_F_S_2_R_L-Ta_19,JK,350,F,S,2,R,L-Ta,19,0.144,1
JK_350_F_S_2_R_T_1,JK,350,F,S,2,R,T,1,0.747,1
JK_350_F_S_2_R_T_2,JK,350,F,S,2,R,T,2,0.696,1
JK_350_F_S_2_R_T_3,JK,350,F,S,2,R,T,3,0.705,1
JK_350_F_S_2_R_T_4,JK,350,F,S,2,R,T,4,0.652,1
JK_350_F_S_2_R_T_5,JK,350,F,S,2,R,T,5,0.714,1
JK_350_F_S_2_R_T_6,JK,350,F,S,2,R,T,6,0.746,1
JK_350_F_S_2_R_T_7,JK,350,F,S,2,R,T,7,0.637,1
JK_350_F_S_2_R_T_8,JK,350,F,S,2,R,T,8,0.702,1
JK_350_F_S_2_R_T_9,JK,350,F,S,2,R,T,9,0.673,1
JK_350_F_S_2_R_T_10,JK,350,F,S,2,R,T,10,0.724,1
JK_350_F_S_2_R_T_11,JK,350,F,S,2,R,T,11,0.699,1
JK_350_F_S_2_R_T_12,JK,350,F,S,2,R,T,12,0.681,1
JK_350_F_S_2_R_T_13,JK,350,F,S,2,R,T,13,0.763,1
JK_350_F_S_2_R_T_14,JK,350,F,S,2,R,T,14,0.737,1
JK_350_F_S_2_R_T_15,JK,350,F,S,2,R,T,15,0.73,1
JK_350_F_S_2_R_T_16,JK,350,F,S,2,R,T,16,0.728,1
JK_350_F_S_2_R_T_17,JK,350,F,S,2,R,T,17,0.672,1
JK_350_F_S_2_R_T_18,JK,350,F,S,2,R,T,18,0.718,1
